course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
Easy Coloring Book Design,True,25,0,0,9,Beginner Level,0.5833333333333334,2016-12-22,Graphic Design
Make Patterns in Illustrator,True,20,0,0,32,Beginner Level,3.5,2017-05-25,Graphic Design
Learn to create Text fire effect in Adobe Photoshop ,True,20,0,0,8,All Levels,0.6,2014-12-19,Graphic Design
Professional Business Logo Design Using Free Online Tools,True,20,0,0,5,All Levels,0.6166666666666667,2016-10-31,Graphic Design
Beginners Guide to Kindle Ebook Covers Design With Fireworks,True,20,0,0,16,All Levels,1.5,2017-06-19,Graphic Design
Photoshop isn't like what you imagine A to Z .,True,35,343,0,24,All Levels,3.5,2017-07-06,Graphic Design
The Complete Adobe Spark Course,True,150,0,0,29,All Levels,2.0,2017-07-03,Graphic Design
The Art of Logo Design : Everything You Need to Know,True,20,0,0,18,All Levels,1.0,2017-03-09,Graphic Design
Hand Lettering para Iniciantes,True,40,384,92,18,All Levels,0.7166666666666667,2017-06-15,Graphic Design
Aprende a utilizar Canva,True,20,677,45,11,Beginner Level,0.6666666666666666,2017-05-28,Graphic Design
photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,True,100,1110,183,77,All Levels,10.0,2017-02-06,Graphic Design
Photoshop - Revelando os segredos das Fusões,True,20,858,25,17,Expert Level,3.5,2017-06-08,Graphic Design
Create Mobile App Design from Scratch in Photoshop,True,125,1359,7,24,Beginner Level,2.5,2017-02-01,Graphic Design
Apple Watch Design,True,20,9847,24,35,All Levels,4.0,2014-12-29,Graphic Design
Word Swag : Create Stunning Images with the Word Swag App,True,100,2416,19,14,All Levels,1.0,2016-08-09,Graphic Design
How to Draw Majestic Animals: Dogs,True,35,1524,5,11,All Levels,1.0,2017-05-30,Graphic Design
Photoshop Course: Design an eBook Cover in Photoshop,True,50,11893,69,40,All Levels,3.0,2013-04-25,Graphic Design
Digital Art for Beginners,True,150,3381,388,57,Beginner Level,15.0,2016-02-14,Graphic Design
Learn How To Design a Logo in Adobe Illustrator in 30 Mins,True,50,1270,53,14,Beginner Level,0.5,2017-01-16,Graphic Design
The most popular techniques in Photoshop,True,20,1753,18,15,Intermediate Level,1.0,2017-02-21,Graphic Design
Become a Professional Graphic Designer,True,35,3618,345,207,All Levels,20.5,2014-08-13,Graphic Design
Adobe Illustrator CC 2017 for beginners,True,195,2489,39,12,Beginner Level,1.5,2017-01-31,Graphic Design
How to Draw Cute Cartoon Characters,True,55,4080,522,26,All Levels,2.0,2013-10-01,Graphic Design
How to Create awesome Cinema-graph With Adobe Photoshop?,True,20,1602,8,16,Beginner Level,1.0,2017-05-07,Graphic Design
Learn to Create a Mandala with Adobe Illustrator,True,50,7,0,28,All Levels,4.5,2017-04-24,Graphic Design
15  Motion Graphic Elements in After Effect (Series 2),True,30,8,0,20,Intermediate Level,3.0,2017-04-11,Graphic Design
Fantasy map design,True,30,7,2,18,All Levels,2.5,2017-03-16,Graphic Design
Creating 2D Game Assets,True,25,57,0,12,All Levels,2.0,2015-04-17,Graphic Design
create 9 professional logo design full version,True,35,91,3,34,All Levels,2.0,2013-07-23,Graphic Design
Stencil - Simple Graphic Design For Entrepreneurs,True,95,11,0,10,All Levels,1.0,2017-01-03,Graphic Design
Learn Adobe InDesign from Scratch,True,40,6,2,46,Beginner Level,4.5,2016-06-20,Graphic Design
Getting the Life of an Instructional Designer,True,40,5,0,16,All Levels,1.5,2017-05-01,Graphic Design
Drawing for All Levels: How to Design Cartoon Women,True,20,5,2,20,All Levels,1.5,2015-07-14,Graphic Design
Photoshop Tools 101,True,50,6,0,49,All Levels,3.0,2017-05-01,Graphic Design
How to create gif animation in photoshop,True,20,34,0,18,All Levels,1.0,2015-06-02,Graphic Design
How to Color Comic Books... with a Mouse,True,30,7,0,8,All Levels,2.0,2017-01-03,Graphic Design
Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),True,200,5471,72,39,Beginner Level,6.5,2015-03-05,Graphic Design
How To Design A Fortune 500 Logo in Illustrator,True,195,3599,43,72,Intermediate Level,5.0,2016-01-24,Graphic Design
Canva : Graphic Design Theory Volume2,True,200,4961,38,29,All Levels,2.0,2015-06-20,Graphic Design
Canva : Book Cover Design,True,100,3377,20,15,Beginner Level,2.0,2016-02-26,Graphic Design
The Complete Figure Drawing Course HD,True,50,1323,136,225,Beginner Level,78.5,2016-10-11,Graphic Design
Mastering Logo Design - 20 Projects step-by-step,True,200,2599,24,77,All Levels,7.5,2016-09-25,Graphic Design
Graphic Design: Create Animated GIF Ad Banners in Photoshop,True,20,6612,44,20,All Levels,1.0,2014-12-19,Graphic Design
Learn Inkscape : Design Logos and Game Arts,True,20,1675,20,12,Beginner Level,1.0,2017-03-15,Graphic Design
Typography: Learn the Basics to Build a Solid Foundation,True,35,5850,19,34,Beginner Level,1.0,2015-05-26,Graphic Design
Master Manga Studio 5: Bonus Drawing and Painting,True,165,2325,155,61,All Levels,8.0,2015-02-06,Graphic Design
Learn Adobe Photoshop from scratch to professional,True,20,1276,3,19,Beginner Level,3.5,2017-04-05,Graphic Design
7 Secrets To Designing In Black and White,True,100,1000,1,12,All Levels,1.5,2017-06-27,Graphic Design
Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,True,20,86,10,78,Beginner Level,6.0,2015-02-13,Graphic Design
誰でもわかる Adobe Illustrator CS6,True,20,11,2,15,Beginner Level,3.0,2015-10-22,Graphic Design
Devenez le king de l'illustration automobile,True,50,42,10,32,Beginner Level,4.5,2015-12-09,Graphic Design
Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),True,105,28,6,103,All Levels,12.0,2016-06-09,Graphic Design
调色中级课程,True,200,5,3,7,Beginner Level,1.0,2017-03-31,Graphic Design
Drawing and paint  hot girl with photoshop,True,35,74,1,11,All Levels,1.5,2016-11-24,Graphic Design
Photoshop CC Eğitim Seti (YENİ),True,100,27,5,202,All Levels,16.0,2017-03-30,Graphic Design
مدخل في أساسيات الفوطوشوب للمبتدئين فقط,True,120,13,9,7,Beginner Level,1.0,2016-09-06,Graphic Design
Creación de iconos con Illustrator,True,20,27,3,54,All Levels,3.0,2015-01-17,Graphic Design
Adobe Illustrator Course in Urdu Basics Level Training,False,0,1433,57,8,Beginner Level,1.0,2016-01-19,Graphic Design
GraphicDesign Studio,True,95,110,9,22,Beginner Level,2.5,2016-05-27,Graphic Design
Aula de Photoshop - Aprenda como recortar imagens,True,65,15,1,14,Beginner Level,2.0,2017-07-03,Graphic Design
Make your own great designs in PowerPoint: Quick & Easy,True,20,19,6,10,Beginner Level,1.0,2015-09-30,Graphic Design
Create Kindle eBook Covers with PowerPoint,True,30,87,7,23,All Levels,2.0,2014-06-17,Graphic Design
Magazine Design: Start your own magazine in less than 24hrs,True,20,802,10,30,All Levels,2.0,2015-03-22,Graphic Design
Essential Skills for Designers - Adobe Bridge,True,20,14,5,13,All Levels,1.0,2016-05-17,Graphic Design
Learn to code in Python and learn Adobe Photoshop today!,True,50,1132,1,29,All Levels,2.0,2015-07-08,Graphic Design
How to draw Caricatures,True,20,347,31,11,All Levels,4.0,2013-08-21,Graphic Design
Essential Skills for Designers - Working with Type,True,45,219,11,25,All Levels,2.0,2013-05-13,Graphic Design
Affinity Designer for beginners,True,20,30,6,23,Beginner Level,4.5,2017-05-01,Graphic Design
How to Create Top Ranking Mobile App Icons - iOS Edition,True,35,130,6,13,All Levels,1.0,2013-07-30,Graphic Design
Canva - Making Design Simple,True,20,509,4,15,All Levels,0.5333333333333333,2015-06-24,Graphic Design
Ribbon Lettering: From Sketch to Wordmark,True,40,342,2,8,All Levels,0.7166666666666667,2015-10-25,Graphic Design
How to Make a Custom Graphic ,True,20,87,8,8,Beginner Level,1.0,2013-10-24,Graphic Design
Create Flat Designs with Inkscape ,True,30,259,3,11,Beginner Level,1.5,2016-02-14,Graphic Design
:::Beginners Guide To Creating Amazing Images with Canva:::,True,25,72,5,17,Beginner Level,1.0,2014-04-29,Graphic Design
Learn To Draw - The COMIC BOOK STYLE,True,55,363,14,19,All Levels,2.0,2012-06-01,Graphic Design
Adobe Illustrator Vectors For Hand Letterers,True,100,23,2,9,Beginner Level,0.6166666666666667,2016-10-21,Graphic Design
How To Create Amazing YouTube Custom Thumbnail Images,True,25,78,6,16,All Levels,1.5,2013-09-29,Graphic Design
Graphic Design Bootcamp: Professional Workflow & Layout Tips,True,20,99,10,9,All Levels,1.5,2015-03-26,Graphic Design
Promotional Design Master Class,True,50,14,2,26,All Levels,2.0,2016-12-24,Graphic Design
Introduction to GIMP 2.8: Tutorials for Beginners,True,20,282,8,28,Beginner Level,3.0,2016-04-01,Graphic Design
48 Logo Designs and Techniques,True,20,113,9,48,All Levels,9.0,2015-09-15,Graphic Design
Photoshop JumpStart,True,20,66,13,13,Beginner Level,2.0,2015-07-02,Graphic Design
How To Sell Practically Anything: Professional Design Mockup,True,50,52,2,19,All Levels,2.5,2014-10-08,Graphic Design
"Learn Calligraphy, Handwriting animation wz After Effects",True,40,116,1,18,All Levels,2.5,2016-11-03,Graphic Design
LaTeX A-Z: from beginner to advance in less than 3 hour,True,95,623,14,30,Beginner Level,3.0,2017-03-27,Graphic Design
Course Bundle | Exploring Art : Silhouette & Linear Line Art,True,80,827,1,15,All Levels,1.0,2017-04-24,Graphic Design
How To Build Your Own Web Banner Design Business,True,20,5000,7,21,All Levels,1.0,2016-07-05,Graphic Design
Canva: Design and Sell Your Own Professional Canva Designs,True,200,793,26,52,All Levels,3.0,2017-03-02,Graphic Design
How to Design a Logo in Adobe Illustrator,True,100,972,44,24,All Levels,1.0,2016-11-14,Graphic Design
Illustrator CC: Design and drawing from scratch to expert!,True,150,2427,99,97,Beginner Level,11.0,2016-12-15,Graphic Design
Logo design: How To Design an Awesome Logo in Illustrator,True,195,3131,131,56,All Levels,5.5,2014-11-28,Graphic Design
Photoshop: Real World Hands-on Freelance Mastery,True,105,5950,25,29,All Levels,2.5,2014-09-25,Graphic Design
Graphic Design: Beginner's Graphic Design Guide to Photoshop,True,25,4550,74,15,All Levels,1.0,2015-05-20,Graphic Design
Most Wanted Flat Design Techniques,True,195,2081,35,61,Intermediate Level,4.5,2016-03-17,Graphic Design
3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,True,20,785,2,29,All Levels,4.5,2017-04-18,Graphic Design
Design your own Social Media Logo Icons in Adobe Illustrator,True,50,2424,29,15,Beginner Level,1.5,2016-06-05,Graphic Design
Mashup - Transform a scanned sketch into a digital painting,True,20,57,3,16,Intermediate Level,2.0,2014-10-23,Graphic Design
Motion Graphic With After Effect From Scratch in 5 Hours,True,30,50,7,45,All Levels,4.0,2016-06-01,Graphic Design
Introduction to Photoshop CC: Tutorials for Beginners,True,20,262,0,12,Beginner Level,1.0,2016-04-10,Graphic Design
Making Killer Images in Photoshop that WOW Clients!,True,95,45,1,26,Intermediate Level,5.0,2014-10-25,Graphic Design
Simple Photoshop CC: Smart Objects,True,20,272,0,11,Intermediate Level,0.5,2016-03-15,Graphic Design
Learn Photo Manipulation - Build 3 projects,True,40,10,1,18,All Levels,2.5,2016-11-27,Graphic Design
Zombie Apocalypse Photoshop Actions,True,50,12,1,15,All Levels,1.5,2016-09-26,Graphic Design
Creative Perspective Illustration with GIMP,True,50,43,3,57,All Levels,6.5,2016-11-24,Graphic Design
iPhone icons in iOS7 - learn flat design,True,20,165,4,41,All Levels,3.0,2013-08-21,Graphic Design
How to draw professional manga artwork by Punix,True,35,83,3,17,Beginner Level,1.5,2017-04-17,Graphic Design
How do I Create a Stylized Graphics from Images in Photoshop,True,50,17,1,12,All Levels,1.0,2015-09-28,Graphic Design
Advance Design of Logos and Brand Identity   ,True,20,34,4,38,All Levels,2.0,2013-02-16,Graphic Design
Como utilizar o Corel Draw por completo!,True,30,293,32,44,All Levels,7.0,2015-08-17,Graphic Design
Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,True,85,113,5,39,Intermediate Level,4.5,2016-01-12,Graphic Design
Corel Draw X7: Mão na Massa,True,25,72,13,40,Beginner Level,4.0,2016-06-20,Graphic Design
Dibujo digital básico: cómo ilustrar en Photoshop,True,20,155,36,90,Beginner Level,5.0,2016-02-17,Graphic Design
Adobe Illustrator CS6 باللغة العربية,True,35,48,15,74,All Levels,8.0,2014-09-14,Graphic Design
Creare un logo con Adobe Illustrator,False,0,1447,121,13,All Levels,1.0,2015-10-29,Graphic Design
Mestres do Photoshop,True,30,86,18,52,All Levels,5.5,2015-08-21,Graphic Design
illustrator CC 2015.3 - Curso básico de ferramentas,True,20,13,6,12,Beginner Level,1.0,2016-07-08,Graphic Design
Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,True,35,15,5,32,All Levels,2.0,2015-06-08,Graphic Design
Crie seu Cartão de Visita no CorelDRAW X8,True,20,28,3,38,Beginner Level,4.0,2017-03-02,Graphic Design
Curso de Maya 3D,True,20,62,9,41,All Levels,4.0,2016-02-09,Graphic Design
Photoshop: Organización de eventos y decoración de fiestas,True,120,125,5,56,Beginner Level,8.5,2016-10-18,Graphic Design
Podcast Cover Art | Design Like the Best,True,20,33,2,7,All Levels,1.0,2015-04-22,Graphic Design
Learn Drawing and Painting a Landscape with Oil Colours,True,20,51,2,20,Intermediate Level,2.0,2014-01-14,Graphic Design
Enhance your chroma key with an animated Slides background,True,25,361,2,9,Intermediate Level,1.0,2016-07-04,Graphic Design
The Complete Motion Graphic Course,True,65,50,6,115,All Levels,9.5,2017-02-01,Graphic Design
Making Corporate Flyers in Photoshop,True,20,4,3,7,All Levels,0.5166666666666666,2016-02-05,Graphic Design
Rock-Solid Brands,True,20,134,4,13,Beginner Level,0.5166666666666666,2016-02-17,Graphic Design
Typographic Poster Design - From Sketch to Vector,True,45,36,5,20,Intermediate Level,1.5,2015-10-08,Graphic Design
"Make Money With Photoshop: Logos, Business Cards & Brochures",True,100,32,4,21,All Levels,5.0,2016-08-14,Graphic Design
Photoshop the Art of Clipart,True,20,30,3,22,Beginner Level,1.0,2015-07-05,Graphic Design
Adobe Illustrator Creative Cloud:  Mastering the Upgrades,True,20,22,3,57,Intermediate Level,2.0,2015-03-16,Graphic Design
Illustrator 101: Learn Quickly and Easily to create Artwork,True,40,452,3,37,All Levels,1.0,2014-11-25,Graphic Design
Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,True,40,67,8,25,All Levels,1.0,2016-07-14,Graphic Design
Easy Steps To Become A Photoshop Expert,True,20,1081,11,47,All Levels,8.0,2015-01-29,Graphic Design
Intro to Adobe Illustrator,True,20,189,13,55,Beginner Level,6.0,2015-08-07,Graphic Design
Beginners Guide: Photoshop Poster/Artwork,True,20,775,5,6,Beginner Level,1.0,2016-04-02,Graphic Design
Basic Graphic Design for PowerPoint,True,20,88,8,14,Beginner Level,1.0,2015-07-26,Graphic Design
Master Graphic Design Using Photoshop with Rachael,True,25,598,22,13,All Levels,1.5,2014-11-07,Graphic Design
Adobe Illustrator CC - Print Design for Beginners,True,50,145,35,55,Beginner Level,6.0,2016-03-08,Graphic Design
Adobe Illustrator | Master in 3D,True,25,445,4,14,All Levels,0.5333333333333333,2016-07-28,Graphic Design
From Drawing to Illustration,True,20,237,25,32,Beginner Level,6.0,2015-04-17,Graphic Design
Adobe Suite : Unleash your creativity & benefit from it !,True,200,1005,4,46,All Levels,9.5,2015-11-09,Graphic Design
Become a Logo Designer: Guide to Complimentary Logo Software,True,35,485,9,21,All Levels,2.5,2015-03-19,Graphic Design
DIY Beautiful Social Graphics That Don't Require Photoshop,True,20,238,9,22,All Levels,2.5,2015-03-03,Graphic Design
Design while you learn InDesign CC,True,20,1116,3,21,Beginner Level,2.5,2014-04-07,Graphic Design
R Graph Essentials,True,85,105,4,41,All Levels,2.0,2015-01-21,Graphic Design
Car Sketching with Simple Analog Tools,True,40,23,5,10,All Levels,0.6166666666666667,2016-08-29,Graphic Design
Drawing Anime & Manga Style,True,25,82,5,40,All Levels,8.0,2015-07-10,Graphic Design
Inkscape 101 for Beginners - Design Vector Graphics,True,195,13,5,26,Beginner Level,1.0,2016-06-13,Graphic Design
"How to Fix Common Branding Mistakes, for Graphic Designers",True,35,19,2,9,Intermediate Level,1.5,2016-11-18,Graphic Design
AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,False,0,105,2,22,All Levels,2.0,2017-06-13,Graphic Design
Mind-Blowing Photoshop: Master Skills Season 1,True,20,94,3,69,All Levels,3.0,2014-08-08,Graphic Design
Architectural Drawing For Creatives,True,195,5,0,156,All Levels,24.0,2017-06-21,Graphic Design
Adobe Photoshop (Complete Beginner),True,200,98,3,33,Beginner Level,2.0,2015-12-09,Graphic Design
Character Design,True,75,5,0,24,Intermediate Level,2.0,2017-05-31,Graphic Design
Icon Design Masterclass: Learn Icon Design Principles,True,40,6,0,15,Beginner Level,2.5,2017-05-05,Graphic Design
create stunning Photoshop compositions in minutes,True,20,5,0,29,All Levels,2.0,2017-06-07,Graphic Design
Marvelous Logo Design,True,20,91,5,13,All Levels,1.5,2015-01-30,Graphic Design
Canva Complete Course For Graphics Design | 20 Projects,True,20,3,3,27,All Levels,2.5,2017-06-27,Graphic Design
The Complete Video Production Guide - Learn Top Video Tools,True,195,121,9,77,All Levels,7.5,2015-05-25,Graphic Design
Drawing With Confidence,True,25,105,7,10,All Levels,2.0,2012-05-04,Graphic Design
Add realistic car paint to your pencil drawing in Photoshop!,True,25,17,3,8,Beginner Level,1.0,2017-02-02,Graphic Design
T-Shirt Sales - Merch By Amazon Profit Formula With Canva,True,20,380,1,26,All Levels,1.0,2017-06-26,Graphic Design
Learn print production from start to finish,True,35,494,6,16,All Levels,1.0,2015-05-04,Graphic Design
Step by Step Gif animation in Photoshop,True,20,518,2,17,All Levels,1.0,2015-06-08,Graphic Design
Adobe - Create a professional logo step-by-step (Farming),True,20,214,0,15,All Levels,1.0,2016-08-18,Graphic Design
Adobe Illustrator CC Advanced,True,30,11,1,27,Beginner Level,1.5,2017-03-08,Graphic Design
Mastering Realistic Real Life Drawing with Pencil,True,20,33,5,12,Beginner Level,0.65,2015-04-20,Graphic Design
Silhouettes that Sells,True,25,9,1,13,Beginner Level,1.0,2017-03-23,Graphic Design
FullPage: The Complete Guide to Flat Websites,True,20,817,14,13,All Levels,0.6333333333333333,2013-11-18,Graphic Design
How to design professional PowerPoint business presentation,True,20,286,7,7,All Levels,1.0,2014-11-11,Graphic Design
Pic Monkey for Beginners - Graphic Design and Photo Editing,True,20,774,3,17,Beginner Level,3.0,2015-11-08,Graphic Design
Corel Painter 2016,True,40,41,9,86,All Levels,8.0,2016-05-11,Graphic Design
eBook Cover Design,True,20,30,3,14,Intermediate Level,1.5,2014-11-04,Graphic Design
"Photoshop tips and tricks, how to change clothes",True,20,837,4,26,All Levels,2.0,2015-03-16,Graphic Design
How to make Better Compositions: Take your art to new height,True,30,11,3,8,All Levels,0.5333333333333333,2016-08-04,Graphic Design
Adobe Photoshop CC | The Essential Guide,True,20,254,5,81,All Levels,4.5,2015-05-12,Graphic Design
Learn to Composite a 2D Action Shot in Photoshop,True,20,40,2,8,Beginner Level,1.5,2016-09-10,Graphic Design
Infographic Design: How To Create Your Own Infographic,True,20,84,8,13,All Levels,2.0,2015-05-12,Graphic Design
Autodesk Inventor 2016 : Complete Guide ,True,20,23,4,83,Beginner Level,7.5,2016-03-22,Graphic Design
Amazing Graphic Design for Beginners,True,20,32,10,5,Beginner Level,0.7,2015-07-08,Graphic Design
"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",False,0,4529,193,7,Beginner Level,0.6,2015-12-21,Musical Instruments
Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,True,20,823,11,10,All Levels,0.7,2015-12-11,Musical Instruments
Playing Piano:  Popular Pieces Vol. II,True,150,1472,4,24,Beginner Level,1.5,2016-03-31,Musical Instruments
Ninja Chord Changes - Master your guitar chord changes,True,30,1327,11,13,Beginner Level,1.5,2015-03-29,Musical Instruments
Your First 10 Guitar Lessons - Learn how to play guitar,False,0,924,4,18,Beginner Level,1.0,2017-06-29,Musical Instruments
Pentatonic Scale Crash Course for Bass Guitar,False,0,898,6,24,Intermediate Level,1.0,2017-06-15,Musical Instruments
Modal Theory for Guitar (Guitar Lessons from Lutz Academy),True,50,1039,29,9,All Levels,1.5,2016-05-06,Musical Instruments
Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,True,80,1474,10,102,All Levels,2.0,2015-10-20,Musical Instruments
Learn Jazz Piano Today,True,50,1167,66,44,All Levels,3.0,2014-01-24,Musical Instruments
Learn To Play The Drums Without A Drum Kit,True,25,1589,52,39,All Levels,2.0,2014-06-27,Musical Instruments
Learn Travis Picking From Scratch,True,40,219,30,25,Intermediate Level,1.5,2017-01-01,Musical Instruments
Instant Harmonica - how to get single notes in 5 easy steps,True,20,835,10,7,Beginner Level,0.6333333333333333,2015-07-22,Musical Instruments
Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,True,70,747,5,28,All Levels,1.0,2015-11-10,Musical Instruments
Teaching Music : Start teaching an instrument successfully.,True,30,1337,5,18,Beginner Level,1.5,2015-10-16,Musical Instruments
Strumming from scratch - Rhythm guitar lesson for Beginners,False,0,530,11,13,Beginner Level,2.0,2017-05-04,Musical Instruments
Blues Guitar Lessons - From Texas To Carolina,True,20,1297,12,9,Intermediate Level,2.5,2013-10-13,Musical Instruments
Instant Harmonica - play the groovy Beatles Yesterday today!,True,40,295,7,14,All Levels,1.0,2016-04-25,Musical Instruments
Beginner Guitar Quick-Start Course,False,0,2084,20,7,Beginner Level,1.0,2016-09-28,Musical Instruments
Mike G's Beginner Drum Course: Part 1,True,35,515,14,20,Beginner Level,3.0,2015-11-01,Musical Instruments
Guitar for Beginners - Learn the Basics,True,20,1026,13,19,Beginner Level,0.5166666666666666,2015-06-12,Musical Instruments
How To Play The Djembe: For Beginners,True,30,414,18,19,All Levels,1.0,2014-11-11,Musical Instruments
Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,True,45,198,21,15,All Levels,2.5,2016-02-12,Musical Instruments
Beginner Guitar - 38 Easy Lessons You Needs to Get Started,True,40,250,24,39,Beginner Level,3.0,2013-09-05,Musical Instruments
Bass Guitar Lessons For Beginners,True,95,180,21,38,Beginner Level,2.5,2016-04-26,Musical Instruments
Pure Pentatonic Power: Rock and Blues Guitar Soloing,True,50,128,10,18,All Levels,2.0,2016-11-27,Musical Instruments
Rock Drumset Grooves: Level 1,True,20,709,12,38,Beginner Level,2.0,2014-09-02,Musical Instruments
Guitar: The Next Level,True,55,117,12,10,Beginner Level,1.0,2015-10-02,Musical Instruments
Learn to Play Euphonium: Beginner to Pro in Under Five Hours,True,50,305,39,108,Beginner Level,7.0,2015-04-16,Musical Instruments
Learn Oud 1 (No Prior Music Knowledge Required!),True,20,153,27,38,Beginner Level,3.5,2015-09-10,Musical Instruments
Instant Harmonica - play Dylan's Blowing in the Wind today!,True,20,81,5,14,All Levels,1.0,2016-01-12,Musical Instruments
Improvise On The Piano In 30 Minutes,True,40,85,8,19,Beginner Level,1.5,2016-08-18,Musical Instruments
Cajon Step-by-Step: Beginner > Intermediate > Advanced,True,35,73,9,45,All Levels,3.0,2017-02-13,Musical Instruments
Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,True,45,178,21,11,All Levels,2.0,2016-02-13,Musical Instruments
Instant Harmonica - play the gorgeous Skye Boat Song now!,True,20,122,9,11,Beginner Level,0.6333333333333333,2015-10-18,Musical Instruments
Learn to Play Trombone: Go From Beginner to Pro in No Time!,True,50,402,47,123,All Levels,7.5,2015-03-04,Musical Instruments
FingerstyleGuitar by Jacques Stotzem - Basic Level,True,30,119,12,16,All Levels,1.5,2015-10-12,Musical Instruments
Instant Harmonica - play two Star Wars themes in 30 minutes ,True,20,605,21,11,Beginner Level,0.7,2015-07-28,Musical Instruments
Play Piano To-day! - Beginner Piano Lessons For Busy People!,True,100,476,16,91,Beginner Level,4.0,2016-11-01,Musical Instruments
Learn to Play the Flute: Beginner to Pro in Under Five Hours,True,50,707,116,108,Beginner Level,7.0,2014-10-29,Musical Instruments
Play Piano 7: Improvise on For All We Know in F Key by Ear,True,50,438,3,77,All Levels,1.5,2016-11-10,Musical Instruments
World's Fastest Piano Method - The Piano Revolution!,True,95,1199,58,31,Beginner Level,2.0,2013-02-18,Musical Instruments
Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,True,50,966,157,145,Beginner Level,7.5,2014-03-21,Musical Instruments
Learn to Play Clarinet: Beginner to Pro in Under Five Hours,True,50,877,93,88,Beginner Level,6.0,2015-01-01,Musical Instruments
"Learn To Play The Piano Using Pop, R&B and Gospel Chords",True,50,1504,15,14,All Levels,0.6833333333333333,2013-10-15,Musical Instruments
Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,True,95,1064,11,110,All Levels,2.5,2015-02-07,Musical Instruments
Worship Piano: From Beginner to Pro,True,80,117,11,32,All Levels,3.0,2017-02-18,Musical Instruments
Easy to play Christmas Songs for Guitar,True,100,1229,8,11,All Levels,0.5,2015-12-12,Musical Instruments
Ultimate Blues Guitar Beginner Lessons,True,20,922,57,90,Beginner Level,10.5,2014-03-08,Musical Instruments
How to Play Piano - Your First Lesson!,False,0,662,7,13,Beginner Level,0.5166666666666666,2017-06-24,Musical Instruments
Playing Piano : Reading and Playing Classical Tunes Vol.I,True,50,1732,6,34,Beginner Level,2.0,2015-10-16,Musical Instruments
Blues School! A Course For Beginners in Blues Piano & Improv,True,120,326,44,54,All Levels,3.0,2017-02-22,Musical Instruments
Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,True,80,1284,6,99,All Levels,2.0,2015-10-26,Musical Instruments
31 Day Guitar Challenge,True,40,1029,22,32,Beginner Level,3.5,2015-11-30,Musical Instruments
Percussive Fingerstyle Guitar,True,50,886,43,74,Intermediate Level,1.5,2015-02-02,Musical Instruments
Learn to Play Saxophone: Beginner to Pro in Under Four Hours,True,50,1213,158,77,Beginner Level,5.0,2014-03-03,Musical Instruments
"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",True,100,1605,19,52,Beginner Level,2.0,2015-02-13,Musical Instruments
Guitar Insanity Workout - Eatmystrings!,True,50,2673,17,29,All Levels,2.5,2012-07-06,Musical Instruments
Playing Piano:  Play Chords and Popular Pieces Vol.I,True,100,1987,7,43,Beginner Level,3.0,2016-02-01,Musical Instruments
Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,True,75,1052,6,43,Intermediate Level,0.5,2016-03-11,Musical Instruments
Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,True,50,1548,10,20,Beginner Level,2.0,2015-09-24,Musical Instruments
Guitar Fretboard Mastery for the Blues Guitarist,True,20,257,6,5,All Levels,1.0,2014-01-16,Musical Instruments
Quick & Easy Piano Chords: Play more songs with more chords,True,55,1818,4,90,Beginner Level,2.5,2014-07-17,Musical Instruments
Instant Harmonica - play Scarborough Fair in 8 easy lectures,True,40,543,4,12,Beginner Level,1.0,2015-07-24,Musical Instruments
Piano With Willie: Blues n' Boogie Vol. 2,True,40,95,8,11,Intermediate Level,2.5,2016-04-13,Musical Instruments
Have Fun with Beginner Blues Piano,True,75,321,24,27,All Levels,2.5,2013-08-05,Musical Instruments
Learn to Play Harp: Beginners Course,False,0,408,7,10,Beginner Level,0.6833333333333333,2017-04-28,Musical Instruments
Instant Harmonica - play this classic 8 bar blues tune!,True,40,43,4,13,All Levels,1.0,2017-04-23,Musical Instruments
Guitar Lessons - Learning The Neck - Fretboard Mastery,True,45,239,30,49,All Levels,6.0,2016-02-16,Musical Instruments
Take your double bass drum technique to the next level,True,40,584,7,196,Intermediate Level,5.5,2016-05-16,Musical Instruments
