course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
Advanced Scalable Python Web Development Using Flask,True,120,1299,56,71,Intermediate Level,14.0,2016-08-11,Web Development
jQuery for Absolute Beginners - Lite,True,20,1769,49,7,All Levels,0.5833333333333334,2015-12-30,Web Development
HTML Complete Course - Beginner to Expert,False,0,20073,615,28,All Levels,1.5,2016-02-29,Web Development
Cross-Platform Development with ASP.NET Core 1.0 MVC,True,35,601,126,64,All Levels,5.5,2016-07-11,Web Development
Build a Photo Blog with Ruby on Rails,True,20,2281,32,21,Intermediate Level,1.5,2015-04-02,Web Development
Practical PHP: Master the Basics and Code Dynamic Websites,False,0,83737,4598,45,All Levels,6.5,2014-07-19,Web Development
Sass Workflow,False,0,20890,945,21,Beginner Level,3.0,2015-02-06,Web Development
Learn PHP Fundamentals From Scratch,False,0,48650,1236,9,Beginner Level,2.0,2013-10-16,Web Development
XML For Absolute Beginners: Learn to create your own tags,True,75,1945,58,10,Beginner Level,1.0,2015-12-17,Web Development
Joomla: Create a Joomla Website This Weekend With NO CODING!,False,0,18496,386,30,Beginner Level,2.0,2014-10-06,Web Development
JavaScript for beginners - A Complete Guide,True,100,1193,87,58,All Levels,10.5,2015-06-16,Web Development
Laravel Deployment - Launch your Laravel Application Online,False,0,4905,101,13,Intermediate Level,1.0,2016-10-22,Web Development
WordPress Development Crash Course: From Zero To Hero,True,60,1699,8,22,All Levels,2.0,2016-02-01,Web Development
Learn how to create a WordPress theme using Pinegrow,False,0,11812,152,19,Intermediate Level,2.0,2015-07-27,Web Development
Learn to Build Web Apps using Laravel Framework,True,30,746,93,39,All Levels,6.5,2015-11-10,Web Development
Flexbox: The complete guide,True,35,189,7,16,All Levels,1.0,2017-06-09,Web Development
How to Safely Copy and Move Your WordPress Website,True,60,1419,38,20,Intermediate Level,1.5,2014-11-05,Web Development
AngularJs :basics for beginners,True,45,1237,16,14,All Levels,1.0,2016-09-19,Web Development
JSON For Beginners: A Very Basic Introduction,True,65,1703,27,8,Beginner Level,1.0,2016-01-18,Web Development
Learn SASS and improve your CSS,True,55,1849,29,24,All Levels,3.0,2014-12-20,Web Development
Angular Tutorial For Beginners,False,0,5397,112,36,Beginner Level,2.5,2017-02-28,Web Development
HTML and CSS for Absolute Beginners,False,0,4410,52,26,All Levels,3.0,2017-01-20,Web Development
"JavaScript, jQuery and Ajax",True,20,1554,30,60,All Levels,4.0,2016-02-02,Web Development
Laravel Blog Development Starter,False,0,4499,138,20,All Levels,2.0,2017-02-14,Web Development
React: Learn ReactJS Fundamentals for Front-End Developers,True,55,1993,55,26,All Levels,4.0,2016-06-06,Web Development
JavaScript For Absolute Beginners - Level Two,True,30,424,85,9,Intermediate Level,1.0,2016-09-20,Web Development
How To Create A Real Estate Website With Wordpress 2017,False,0,3782,32,11,Beginner Level,1.5,2017-06-06,Web Development
The Complete HTML5 and CSS3 Course - with 8 Websites Design,True,30,1551,42,78,All Levels,7.5,2015-12-07,Web Development
Introduction to Modern Programming with PHP,True,20,954,183,123,Beginner Level,16.0,2015-08-27,Web Development
HTML Introduction Course: Learn HTML in 2 hours!!!,False,0,7304,368,28,All Levels,2.0,2016-03-08,Web Development
Learn HTML & CSS: How To Start Your Web Development Career,False,0,15462,689,60,Beginner Level,4.5,2015-09-29,Web Development
React vs Angular vs Vue.js by Example,False,0,6958,132,30,Beginner Level,3.5,2017-06-02,Web Development
Create WordPress Plugins,True,50,964,19,21,All Levels,2.5,2016-04-08,Web Development
Build and Deploy a LAMP server on AWS,False,0,3571,18,8,Beginner Level,1.0,2017-06-19,Web Development
Build your own Beautiful Blog in WordPress + SEO,True,200,2421,6,28,All Levels,3.0,2015-11-25,Web Development
AngularJS Authentication: Secure Your App with Auth0,False,0,21689,1080,13,All Levels,1.0,2016-04-01,Web Development
Learn Bootstrap 4 by Example,False,0,5542,54,9,All Levels,1.0,2017-06-12,Web Development
Complete WooCommerce Plugin Tutorial For Wordpress 2017,False,0,7922,183,16,Beginner Level,1.5,2017-01-27,Web Development
How To Build And Make A Wordpress Website From Scratch 2017,False,0,7055,166,24,All Levels,2.0,2017-01-24,Web Development
Docker for Developers - Newest Version 1.12 with Swarm Mode,True,95,767,104,81,Beginner Level,5.5,2016-07-22,Web Development
Angular Material - Quickstart,False,0,3766,135,14,Beginner Level,0.7,2017-03-09,Web Development
HTML and CSS for Beginners - Build a Website & Launch ONLINE,False,0,70773,5660,50,All Levels,6.0,2015-03-19,Web Development
"Core: A Web App Reference Guide for Django, Python, and More",True,195,2497,98,154,All Levels,26.0,2014-05-29,Web Development
"JSON with Java APIs, jQuery and JSON REST Web Services",True,95,799,87,41,Beginner Level,6.0,2016-05-30,Web Development
Bootstrap 4 Quick Start: Code Modern Responsive Websites,False,0,41478,2104,13,All Levels,3.0,2015-12-30,Web Development
Learn Symfony 3 framework by practical examples,True,125,867,177,48,All Levels,4.0,2016-09-19,Web Development
"Complete Web Development with HTML, CSS and Javascript",False,0,2097,16,10,Intermediate Level,2.0,2017-06-27,Web Development
Web Hosting Introduction: How to Publish Your Website Online,False,0,5533,137,11,Beginner Level,1.0,2015-02-09,Web Development
Django For Beginners,True,175,534,16,51,Beginner Level,4.0,2016-08-23,Web Development
Introduction to QGIS Python Programming,True,85,197,26,28,Beginner Level,3.5,2016-12-22,Web Development
Learning Object-Oriented JavaScript,True,75,533,54,23,Intermediate Level,3.0,2015-02-17,Web Development
Bootstrap Tutorial for Beginners,True,20,1036,27,20,Beginner Level,2.0,2016-02-21,Web Development
Learn Bootstrap3 With Multi Purposes Single Page Layout,False,0,4503,146,122,All Levels,21.0,2016-02-16,Web Development
HTML for Beginners,False,0,8592,336,35,Beginner Level,2.5,2013-07-20,Web Development
How to Build WordPress Themes: A Web Designer's Guide,True,165,183,30,47,Intermediate Level,5.5,2017-03-31,Web Development
XML DTD :basics for beginners,True,35,903,3,7,All Levels,0.55,2016-09-26,Web Development
Learn to make an HTML 5 website with a video background,True,80,1236,18,14,All Levels,0.5,2015-06-05,Web Development
Learn Authentication With ASP.NET Identity Security 2017,True,50,305,45,13,All Levels,2.0,2016-02-26,Web Development
HTML and CSS Foundations,False,0,1544,15,29,Beginner Level,1.0,2017-06-23,Web Development
Python Web Programming,True,100,1020,46,60,Beginner Level,6.0,2015-07-01,Web Development
Build a Complete Registration and Login System using PHP MVC,True,80,325,50,106,All Levels,5.0,2017-02-23,Web Development
ES6 / EcmaScript 6 for beginners an introduction,False,0,3227,19,21,Intermediate Level,2.0,2017-06-22,Web Development
React for visual learners,True,20,659,64,26,All Levels,3.5,2016-07-18,Web Development
Learn to Create Advance Responsive Websites With Bootstrap,True,20,2528,15,30,All Levels,2.0,2014-10-26,Web Development
Master the Art of Web Design with HTML & CSS,True,145,550,15,59,All Levels,3.0,2016-12-28,Web Development
Sell Courses On Your Own Website - No Coding Required!,True,100,1032,9,21,All Levels,1.0,2016-04-18,Web Development
Implementing a Data Warehouse with SQL Server 2012 ,True,85,1142,148,90,All Levels,5.0,2015-05-01,Web Development
Learning 200 jQuery Functions with 800 Examples,True,195,1766,38,118,All Levels,18.5,2015-02-24,Web Development
Create Complete Web Applications easily with APEX 5,True,30,912,128,81,Intermediate Level,7.0,2015-07-14,Web Development
"Learn Gulp, The Streaming Build System",True,25,1305,38,16,All Levels,1.5,2015-04-19,Web Development
Perfect React JS Course - Understand Relevant Details,True,200,653,20,25,Beginner Level,1.0,2017-01-17,Web Development
Create a classified website in 2 hours - guaranteed,True,50,3411,84,22,All Levels,1.0,2013-11-09,Web Development
Learn HTML And CSS From Scratch,False,0,11533,240,18,Beginner Level,2.0,2016-02-19,Web Development
Become a Certified Web Developer - Beginner to Expert,True,200,3397,12,85,All Levels,8.0,2015-04-06,Web Development
Complete Bootstrap 4 course - build 3 projects,False,0,7865,241,36,All Levels,5.0,2017-04-07,Web Development
Up and Running with Phalcon,True,20,715,12,12,All Levels,1.5,2016-11-10,Web Development
HTML : HTML Awesomeness,True,25,988,23,27,Beginner Level,0.6333333333333333,2016-08-17,Web Development
Build CRUD Application - PHP & Mysql,False,0,4405,71,12,Beginner Level,1.5,2017-05-04,Web Development
All You Need To Know About AngularJS - Training On AngularJS,True,50,1936,88,53,All Levels,5.0,2014-03-07,Web Development
PSD To a Creative Landing Page Using Twitter Bootstrap 3,False,0,11666,546,20,Beginner Level,4.0,2016-04-07,Web Development
Ready for Production with Spring Boot Actuator,True,55,361,26,49,Intermediate Level,2.5,2017-01-05,Web Development
AngularJS For Beginners,False,0,30531,1948,53,All Levels,3.0,2015-06-30,Web Development
Learning Path: Akka: Building Applications and Microservices,True,200,88,8,55,Intermediate Level,4.5,2017-05-04,Web Development
Set up a localhost Web Server for Faster Website Development,True,30,55,13,31,All Levels,1.5,2017-06-12,Web Development
Mastering Meteor: Reactive Full Stack JavaScript,True,95,494,46,37,Expert Level,3.0,2015-12-10,Web Development
Build A Professional Wordpress Website In An Hour,True,20,1294,11,15,All Levels,1.0,2014-12-31,Web Development
Build a file hosting/sharing site in less than 2 hours ,True,20,976,29,13,All Levels,1.5,2014-07-14,Web Development
Introduction to Java Programming for Online Learners,True,200,1586,87,124,Beginner Level,22.0,2013-04-17,Web Development
Create full featured Landing Page in Ruby on Rails in 3 hour,True,30,1550,15,23,All Levels,3.0,2015-05-15,Web Development
How to create a  video blog with WordPress,True,25,1209,8,62,All Levels,4.5,2016-03-29,Web Development
PHP For WordPress Development,True,35,850,12,16,Beginner Level,1.0,2016-04-12,Web Development
Create a Professional Website Without Programming/Coding,False,0,5421,93,20,All Levels,1.5,2015-01-17,Web Development
How to Build an Autocomplete System Like Google,True,30,255,5,9,All Levels,1.0,2016-10-12,Web Development
Master EmberJS : Learn Ember JS From Scratch,True,120,707,59,103,All Levels,6.5,2015-07-10,Web Development
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,False,0,6856,137,19,Beginner Level,2.0,2016-11-29,Web Development
Learn Top Ten PHP FrameWorks By Building Projects,True,60,1007,96,87,All Levels,17.5,2016-01-27,Web Development
How to Make a Video Blog Website From Scratch w/ Wordpress ,False,0,12952,163,22,All Levels,1.0,2015-10-21,Web Development
Build Websites And Apps By Outsourcing,True,20,2299,11,22,All Levels,2.0,2015-07-20,Web Development
Learning Path: Web Applications with Spring and Angular,True,200,19,2,33,Expert Level,4.0,2017-06-28,Web Development
Learn Ruby on Rails By Building Projects,True,60,1736,79,47,All Levels,13.0,2014-11-12,Web Development
Canvas image Creator HTML5 JavaScript project from Scratch,True,100,2195,10,35,Intermediate Level,3.5,2016-03-06,Web Development
Javascript Essentials,False,0,47062,5590,41,Beginner Level,8.5,2016-01-20,Web Development
Devtools 2017: The Basics of Chrome Developer Tools,False,0,4569,108,18,Beginner Level,1.0,2017-04-14,Web Development
Chrome Extensions : Develop 5 chrome extensions from scratch,False,0,3655,85,44,Beginner Level,2.0,2017-03-30,Web Development
Learn how to quickly build websites using Wordpress,False,0,15715,406,28,All Levels,3.5,2014-12-18,Web Development
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,True,75,578,40,84,Expert Level,5.5,2017-01-27,Web Development
Develop a Professional OnePage WordPress site With No Coding,True,20,1747,13,13,Beginner Level,1.5,2016-08-29,Web Development
PHP Specialist (2017 Edition),True,100,197,11,53,Beginner Level,3.5,2017-03-28,Web Development
Python Programming: Create an Digital Marketplace in Django,True,195,4198,145,161,All Levels,26.0,2013-10-20,Web Development
Create Ajax Chat App with PHP & Mysql,True,45,540,11,19,Beginner Level,1.0,2017-04-15,Web Development
Mastering Thymeleaf with Spring,True,75,942,161,64,All Levels,4.5,2016-02-05,Web Development
Learn Rails Programming in Less than 2 Hours,True,35,2470,24,19,All Levels,2.5,2015-09-23,Web Development
Wordpress Backup & Restore,True,95,478,37,18,All Levels,1.5,2016-09-15,Web Development
Learn JavaScript Dynamic Interactive Projects for Beginners,True,100,2558,12,36,Beginner Level,3.0,2016-02-14,Web Development
Build Modern Websites Super Fast,True,25,2178,22,19,All Levels,1.5,2016-03-10,Web Development
SAP - Learn SAPUI5 Professional Development,True,195,860,201,56,All Levels,7.0,2016-04-25,Web Development
Wordpress Security,True,95,2888,26,24,All Levels,2.5,2015-04-13,Web Development
Learn HTML5 At Your Own Pace. Ideal for Beginners,True,50,3026,60,67,All Levels,7.0,2012-02-28,Web Development
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,True,20,2164,290,70,All Levels,8.5,2016-01-08,Web Development
Build Real World Websites from Scratch using HTML5 and CSS3,True,195,10874,114,59,Beginner Level,7.5,2016-01-25,Web Development
How to become an App Developer,True,200,1935,17,10,Beginner Level,1.0,2017-05-19,Web Development
"Modern JavaScript: Building Real-World, Real-Time Apps",True,50,1871,154,60,Intermediate Level,13.5,2016-03-30,Web Development
JavaScript Introduction to Object Oriented JavaScript,True,90,7789,59,23,Beginner Level,1.5,2015-10-01,Web Development
Core HTML How to get online quickly HTML to HTML5 ,True,90,10394,33,34,Beginner Level,3.5,2015-08-21,Web Development
Building Websites JavaScript and the DOM,True,120,17759,64,37,Beginner Level,3.0,2016-09-26,Web Development
Complete Login and Registration System in PHP and MYSQL,True,200,4714,149,28,All Levels,4.0,2015-07-16,Web Development
The Complete E-Commerce Web Developer Course 5.0,True,195,3209,58,96,All Levels,12.5,2016-09-13,Web Development
HTML5 canvas Bootcamp for beginners 25 easy steps,True,120,14118,30,27,Beginner Level,2.0,2016-03-01,Web Development
Advanced HTML5 Tutorial for Web Developers,True,50,11847,57,57,All Levels,7.5,2012-10-17,Web Development
Learn the Basics of Programming for Marketers,True,55,11339,43,26,Beginner Level,3.5,2015-04-21,Web Development
Css For Beginners,True,85,1156,13,28,Beginner Level,2.5,2015-10-21,Web Development
GRUNT js: Automate web development tasks and save your time,True,55,1534,33,18,All Levels,1.5,2015-03-02,Web Development
Mastering Web and Mobile Debugging Using Chrome Dev Tools,True,195,1102,12,21,All Levels,2.0,2016-01-29,Web Development
HTML : Beginner Guide to HTML writing,True,20,783,20,13,Beginner Level,0.6166666666666667,2016-07-28,Web Development
Build Web Apps Using EmberJS: The Complete Course,True,40,627,126,31,All Levels,4.5,2015-12-10,Web Development
SharePoint 2013 Development using C# - Part I,True,50,891,101,119,All Levels,8.5,2014-11-06,Web Development
SAP Crystal Reports with ASP.Net (Step by step),False,0,7484,304,5,Beginner Level,1.0,2015-03-04,Web Development
Building Responsive Data Visualizations with D3 JS,True,85,876,59,28,All Levels,2.0,2015-06-12,Web Development
Learn Rails Programming in Less than 30 Minute - Lite,True,20,1235,25,7,All Levels,0.6333333333333333,2016-01-06,Web Development
SASS - Beginner Crash Course,True,25,1143,34,13,Beginner Level,1.0,2015-02-12,Web Development
Angular 2 Fundamentals for Web Developers,True,40,450,61,41,All Levels,6.0,2016-04-14,Web Development
Easily Learn Web Development With Drop & Drag: OptimizePress,True,20,1442,9,25,Beginner Level,2.0,2015-01-23,Web Development
XML XSLT - Crash Course for Beginners,True,45,426,4,9,All Levels,1.0,2017-02-19,Web Development
Create Your Own Successful Online School To Sell Courses,True,95,2814,14,39,Beginner Level,2.0,2014-11-18,Web Development
